name,salary_from,salary_to,salary_currency,area_name,published_at
ИТ-специалист,35000,50000,RUR,Улан-Удэ,2022-12-08T18:49:39+0300
Python developer,80000,180000,RUR,Бердск,2022-12-08T18:14:27+0300
Junior (+) разработчик С#,50000,70000,RUR,Москва,2022-12-08T23:46:33+0300
Менеджер по продукту (Product Manager),None,None,,Москва,2022-12-08T18:49:41+0300
Frontend Developer (Vue3 remote),None,None,,Санкт-Петербург,2022-12-08T22:48:07+0300
Программист разработчик Unity,None,None,,Москва,2022-12-08T19:20:37+0300
Владелец продукта МЭШ,None,None,,Москва,2022-12-08T20:15:01+0300
Администратор компьютерного клуба,25000,32000,RUR,Воронеж,2022-12-08T20:20:41+0300
Наладчик станков с ЧПУ,120000,160000,RUR,Ногинск,2022-12-08T18:10:08+0300
Middle тестировщик UI/UX,None,None,,Москва,2022-12-08T19:26:17+0300
Механик,55000,90000,RUR,Красноярск,2022-12-08T20:51:59+0300
Python developer,80000,180000,RUR,Горно-Алтайск,2022-12-08T18:14:27+0300
Менеджер по обработке отзывов,None,None,,Краснодар,2022-12-08T19:07:58+0300
"Frontend-разработчик (VUE, remote)",None,None,,Санкт-Петербург,2022-12-08T19:58:23+0300
Инженер по защите информации,None,None,,Санкт-Петербург,2022-12-08T18:05:21+0300
Аналитик данных / BI-аналитик,None,None,,Москва,2022-12-08T21:01:21+0300
Python developer,80000,180000,RUR,Красноярск,2022-12-08T18:14:27+0300
2D Motion designer,70000,None,RUR,Москва,2022-12-08T18:06:46+0300
Junoir QA Engineer Web,None,None,,Санкт-Петербург,2022-12-08T19:52:54+0300
Администратор спа-салона,180000,250000,KZT,Астана,2022-12-08T20:22:37+0300
ИТ-специалист,35000,50000,RUR,Улан-Удэ,2022-12-08T18:49:39+0300
Python developer,80000,180000,RUR,Бердск,2022-12-08T18:14:27+0300
Junior (+) разработчик С#,50000,70000,RUR,Москва,2022-12-08T23:46:33+0300
Менеджер по продукту (Product Manager),None,None,,Москва,2022-12-08T18:49:41+0300
Frontend Developer (Vue3 remote),None,None,,Санкт-Петербург,2022-12-08T22:48:07+0300
Программист разработчик Unity,None,None,,Москва,2022-12-08T19:20:37+0300
Владелец продукта МЭШ,None,None,,Москва,2022-12-08T20:15:01+0300
Администратор компьютерного клуба,25000,32000,RUR,Воронеж,2022-12-08T20:20:41+0300
Наладчик станков с ЧПУ,120000,160000,RUR,Ногинск,2022-12-08T18:10:08+0300
Middle тестировщик UI/UX,None,None,,Москва,2022-12-08T19:26:17+0300
Механик,55000,90000,RUR,Красноярск,2022-12-08T20:51:59+0300
Python developer,80000,180000,RUR,Горно-Алтайск,2022-12-08T18:14:27+0300
Менеджер по обработке отзывов,None,None,,Краснодар,2022-12-08T19:07:58+0300
"Frontend-разработчик (VUE, remote)",None,None,,Санкт-Петербург,2022-12-08T19:58:23+0300
Инженер по защите информации,None,None,,Санкт-Петербург,2022-12-08T18:05:21+0300
Аналитик данных / BI-аналитик,None,None,,Москва,2022-12-08T21:01:21+0300
Python developer,80000,180000,RUR,Красноярск,2022-12-08T18:14:27+0300
2D Motion designer,70000,None,RUR,Москва,2022-12-08T18:06:46+0300
Junoir QA Engineer Web,None,None,,Санкт-Петербург,2022-12-08T19:52:54+0300
Администратор спа-салона,180000,250000,KZT,Астана,2022-12-08T20:22:37+0300
ИТ-специалист,35000,50000,RUR,Улан-Удэ,2022-12-08T18:49:39+0300
Python developer,80000,180000,RUR,Бердск,2022-12-08T18:14:27+0300
Junior (+) разработчик С#,50000,70000,RUR,Москва,2022-12-08T23:46:33+0300
Менеджер по продукту (Product Manager),None,None,,Москва,2022-12-08T18:49:41+0300
Frontend Developer (Vue3 remote),None,None,,Санкт-Петербург,2022-12-08T22:48:07+0300
Программист разработчик Unity,None,None,,Москва,2022-12-08T19:20:37+0300
Владелец продукта МЭШ,None,None,,Москва,2022-12-08T20:15:01+0300
Администратор компьютерного клуба,25000,32000,RUR,Воронеж,2022-12-08T20:20:41+0300
Наладчик станков с ЧПУ,120000,160000,RUR,Ногинск,2022-12-08T18:10:08+0300
Middle тестировщик UI/UX,None,None,,Москва,2022-12-08T19:26:17+0300
Механик,55000,90000,RUR,Красноярск,2022-12-08T20:51:59+0300
Python developer,80000,180000,RUR,Горно-Алтайск,2022-12-08T18:14:27+0300
Менеджер по обработке отзывов,None,None,,Краснодар,2022-12-08T19:07:58+0300
"Frontend-разработчик (VUE, remote)",None,None,,Санкт-Петербург,2022-12-08T19:58:23+0300
Инженер по защите информации,None,None,,Санкт-Петербург,2022-12-08T18:05:21+0300
Аналитик данных / BI-аналитик,None,None,,Москва,2022-12-08T21:01:21+0300
Python developer,80000,180000,RUR,Красноярск,2022-12-08T18:14:27+0300
2D Motion designer,70000,None,RUR,Москва,2022-12-08T18:06:46+0300
Junoir QA Engineer Web,None,None,,Санкт-Петербург,2022-12-08T19:52:54+0300
Администратор спа-салона,180000,250000,KZT,Астана,2022-12-08T20:22:37+0300
ИТ-специалист,35000,50000,RUR,Улан-Удэ,2022-12-08T18:49:39+0300
Python developer,80000,180000,RUR,Бердск,2022-12-08T18:14:27+0300
Junior (+) разработчик С#,50000,70000,RUR,Москва,2022-12-08T23:46:33+0300
Менеджер по продукту (Product Manager),None,None,,Москва,2022-12-08T18:49:41+0300
Frontend Developer (Vue3 remote),None,None,,Санкт-Петербург,2022-12-08T22:48:07+0300
Программист разработчик Unity,None,None,,Москва,2022-12-08T19:20:37+0300
Владелец продукта МЭШ,None,None,,Москва,2022-12-08T20:15:01+0300
Администратор компьютерного клуба,25000,32000,RUR,Воронеж,2022-12-08T20:20:41+0300
Наладчик станков с ЧПУ,120000,160000,RUR,Ногинск,2022-12-08T18:10:08+0300
Middle тестировщик UI/UX,None,None,,Москва,2022-12-08T19:26:17+0300
Механик,55000,90000,RUR,Красноярск,2022-12-08T20:51:59+0300
Python developer,80000,180000,RUR,Горно-Алтайск,2022-12-08T18:14:27+0300
Менеджер по обработке отзывов,None,None,,Краснодар,2022-12-08T19:07:58+0300
"Frontend-разработчик (VUE, remote)",None,None,,Санкт-Петербург,2022-12-08T19:58:23+0300
Инженер по защите информации,None,None,,Санкт-Петербург,2022-12-08T18:05:21+0300
Аналитик данных / BI-аналитик,None,None,,Москва,2022-12-08T21:01:21+0300
Python developer,80000,180000,RUR,Красноярск,2022-12-08T18:14:27+0300
2D Motion designer,70000,None,RUR,Москва,2022-12-08T18:06:46+0300
Junoir QA Engineer Web,None,None,,Санкт-Петербург,2022-12-08T19:52:54+0300
Администратор спа-салона,180000,250000,KZT,Астана,2022-12-08T20:22:37+0300
ИТ-специалист,35000,50000,RUR,Улан-Удэ,2022-12-08T18:49:39+0300
Python developer,80000,180000,RUR,Бердск,2022-12-08T18:14:27+0300
Junior (+) разработчик С#,50000,70000,RUR,Москва,2022-12-08T23:46:33+0300
Менеджер по продукту (Product Manager),None,None,,Москва,2022-12-08T18:49:41+0300
Frontend Developer (Vue3 remote),None,None,,Санкт-Петербург,2022-12-08T22:48:07+0300
Программист разработчик Unity,None,None,,Москва,2022-12-08T19:20:37+0300
Владелец продукта МЭШ,None,None,,Москва,2022-12-08T20:15:01+0300
Администратор компьютерного клуба,25000,32000,RUR,Воронеж,2022-12-08T20:20:41+0300
Наладчик станков с ЧПУ,120000,160000,RUR,Ногинск,2022-12-08T18:10:08+0300
Middle тестировщик UI/UX,None,None,,Москва,2022-12-08T19:26:17+0300
Механик,55000,90000,RUR,Красноярск,2022-12-08T20:51:59+0300
Python developer,80000,180000,RUR,Горно-Алтайск,2022-12-08T18:14:27+0300
Менеджер по обработке отзывов,None,None,,Краснодар,2022-12-08T19:07:58+0300
"Frontend-разработчик (VUE, remote)",None,None,,Санкт-Петербург,2022-12-08T19:58:23+0300
Инженер по защите информации,None,None,,Санкт-Петербург,2022-12-08T18:05:21+0300
Аналитик данных / BI-аналитик,None,None,,Москва,2022-12-08T21:01:21+0300
Python developer,80000,180000,RUR,Красноярск,2022-12-08T18:14:27+0300
2D Motion designer,70000,None,RUR,Москва,2022-12-08T18:06:46+0300
Junoir QA Engineer Web,None,None,,Санкт-Петербург,2022-12-08T19:52:54+0300
Администратор спа-салона,180000,250000,KZT,Астана,2022-12-08T20:22:37+0300
ИТ-специалист,35000,50000,RUR,Улан-Удэ,2022-12-08T18:49:39+0300
Python developer,80000,180000,RUR,Бердск,2022-12-08T18:14:27+0300
Junior (+) разработчик С#,50000,70000,RUR,Москва,2022-12-08T23:46:33+0300
Менеджер по продукту (Product Manager),None,None,,Москва,2022-12-08T18:49:41+0300
Frontend Developer (Vue3 remote),None,None,,Санкт-Петербург,2022-12-08T22:48:07+0300
Программист разработчик Unity,None,None,,Москва,2022-12-08T19:20:37+0300
Владелец продукта МЭШ,None,None,,Москва,2022-12-08T20:15:01+0300
Администратор компьютерного клуба,25000,32000,RUR,Воронеж,2022-12-08T20:20:41+0300
Наладчик станков с ЧПУ,120000,160000,RUR,Ногинск,2022-12-08T18:10:08+0300
Middle тестировщик UI/UX,None,None,,Москва,2022-12-08T19:26:17+0300
Механик,55000,90000,RUR,Красноярск,2022-12-08T20:51:59+0300
Python developer,80000,180000,RUR,Горно-Алтайск,2022-12-08T18:14:27+0300
Менеджер по обработке отзывов,None,None,,Краснодар,2022-12-08T19:07:58+0300
"Frontend-разработчик (VUE, remote)",None,None,,Санкт-Петербург,2022-12-08T19:58:23+0300
Инженер по защите информации,None,None,,Санкт-Петербург,2022-12-08T18:05:21+0300
Аналитик данных / BI-аналитик,None,None,,Москва,2022-12-08T21:01:21+0300
Python developer,80000,180000,RUR,Красноярск,2022-12-08T18:14:27+0300
2D Motion designer,70000,None,RUR,Москва,2022-12-08T18:06:46+0300
Junoir QA Engineer Web,None,None,,Санкт-Петербург,2022-12-08T19:52:54+0300
Администратор спа-салона,180000,250000,KZT,Астана,2022-12-08T20:22:37+0300
ИТ-специалист,35000,50000,RUR,Улан-Удэ,2022-12-08T18:49:39+0300
Python developer,80000,180000,RUR,Бердск,2022-12-08T18:14:27+0300
Junior (+) разработчик С#,50000,70000,RUR,Москва,2022-12-08T23:46:33+0300
Менеджер по продукту (Product Manager),None,None,,Москва,2022-12-08T18:49:41+0300
Frontend Developer (Vue3 remote),None,None,,Санкт-Петербург,2022-12-08T22:48:07+0300
Программист разработчик Unity,None,None,,Москва,2022-12-08T19:20:37+0300
Владелец продукта МЭШ,None,None,,Москва,2022-12-08T20:15:01+0300
